TenantId,"TimeGenerated [UTC]",SourceSystem,Account,AccountType,Computer,EventSourceName,Channel,Task,Level,EventData,EventID,Activity,PartitionKey,RowKey,StorageAccount,AzureDeploymentID,AzureTableName,AccessList,AccessMask,AccessReason,AccountDomain,AccountExpires,AccountName,AccountSessionIdentifier,AdditionalInfo,AdditionalInfo2,AllowedToDelegateTo,Attributes,AuditPolicyChanges,AuditsDiscarded,AuthenticationLevel,AuthenticationPackageName,AuthenticationProvider,AuthenticationServer,AuthenticationService,AuthenticationType,CACertificateHash,CalledStationID,CallerProcessId,CallerProcessName,CallingStationID,CAPublicKeyHash,CategoryId,CertificateDatabaseHash,ClassId,ClassName,ClientAddress,ClientIPAddress,ClientName,CommandLine,CompatibleIds,DCDNSName,DeviceDescription,DeviceId,DisplayName,Disposition,DomainBehaviorVersion,DomainName,DomainPolicyChanged,DomainSid,EAPType,ElevatedToken,ErrorCode,ExtendedQuarantineState,FailureReason,FileHash,FilePath,FilePathNoUser,Filter,ForceLogoff,Fqbn,FullyQualifiedSubjectMachineName,FullyQualifiedSubjectUserName,GroupMembership,HandleId,HardwareIds,HomeDirectory,HomePath,ImpersonationLevel,InterfaceUuid,IpAddress,IpPort,KeyLength,LmPackageName,LocationInformation,LockoutDuration,LockoutObservationWindow,LockoutThreshold,LoggingResult,LogonGuid,LogonHours,LogonID,LogonProcessName,LogonType,LogonTypeName,MachineAccountQuota,MachineInventory,MachineLogon,MandatoryLabel,MaxPasswordAge,MemberName,MemberSid,MinPasswordAge,MinPasswordLength,MixedDomainMode,NASIdentifier,NASIPv4Address,NASIPv6Address,NASPort,NASPortType,NetworkPolicyName,NewDate,NewMaxUsers,NewProcessId,NewProcessName,NewRemark,NewShareFlags,NewTime,NewUacValue,NewValue,NewValueType,ObjectName,ObjectServer,ObjectType,ObjectValueName,OemInformation,OldMaxUsers,OldRemark,OldShareFlags,OldUacValue,OldValue,OldValueType,OperationType,PackageName,ParentProcessName,PasswordHistoryLength,PasswordLastSet,PasswordProperties,PreviousDate,PreviousTime,PrimaryGroupId,PrivateKeyUsageCount,PrivilegeList,Process,ProcessId,ProcessName,Properties,ProfilePath,ProtocolSequence,ProxyPolicyName,QuarantineHelpURL,QuarantineSessionID,QuarantineSessionIdentifier,QuarantineState,QuarantineSystemHealthResult,RelativeTargetName,RemoteIpAddress,RemotePort,Requester,RequestId,RestrictedAdminMode,RowsDeleted,SamAccountName,ScriptPath,SecurityDescriptor,ServiceAccount,ServiceFileName,ServiceName,ServiceStartType,ServiceType,SessionName,ShareLocalPath,ShareName,SidHistory,Status,SubjectAccount,SubcategoryGuid,SubcategoryId,Subject,SubjectDomainName,SubjectKeyIdentifier,SubjectLogonId,SubjectMachineName,SubjectMachineSID,SubjectUserName,SubjectUserSid,SubStatus,TableId,TargetAccount,TargetDomainName,TargetInfo,TargetLinkedLogonId,TargetLogonGuid,TargetLogonId,TargetOutboundDomainName,TargetOutboundUserName,TargetServerName,TargetSid,TargetUser,TargetUserName,TargetUserSid,TemplateContent,TemplateDSObjectFQDN,TemplateInternalName,TemplateOID,TemplateSchemaVersion,TemplateVersion,TokenElevationType,TransmittedServices,UserAccountControl,UserParameters,UserPrincipalName,UserWorkstations,VirtualAccount,VendorIds,Workstation,WorkstationName,EventLevelName,SourceComputerId,EventOriginId,MG,"TimeCollected [UTC]",ManagementGroupName,SystemUserId,Version,Opcode,Keywords,Correlation,SystemProcessId,SystemThreadId,EventRecordId,Type,"_ResourceId"
"686d5249-052b-4467-a46a-5b3917a2115b","4/6/2026, 8:03:39.662 AM",OpsManager,"NT AUTHORITY\SYSTEM",Machine,"SOC-LabTest-RG","Microsoft-Windows-Security-Auditing",Security,12544,0,,4624,"4624 - An account was successfully logged on.",,,,,,,,,,,,,,,,,,,,Negotiate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"%%1842",,,,,,,,,,,,,,,,,"%%1833",,"-","-",0,"-",,,,,,"00000000-0000-0000-0000-000000000000",,,"Advapi  ",5,"5 - Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"services.exe",0x380,"C:\Windows\System32\services.exe",,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,"WORKGROUP\SOC-LabTest-RG$",,,,WORKGROUP,,0x3e7,,,"SOC-LabTest-RG$","S-1-5-18",,,"NT AUTHORITY\SYSTEM","NT AUTHORITY",,0x0,,0x3e7,"-","-",,,,SYSTEM,"S-1-5-18",,,,,,,,"-",,,,,"%%1843",,,"-",LogAlways,"c30dff82-6b97-43a0-ac83-f134bafd8c78","c30dff82-6b97-43a0-ac83-f134bafd8c79","00000000-0000-0000-0000-000000000001","4/6/2026, 8:05:01.058 AM","AOI-686d5249-052b-4467-a46a-5b3917a2115b","N/A",3,0,0x8020000000000000,"{c30dff82-6b97-0001-3685-f50e8bc5dc01}",912,9584,1579,SecurityEvent,"/subscriptions/d2baea97-676b-4bde-acc8-351170ec332a/resourcegroups/rg-soc-lab-april/providers/microsoft.compute/virtualmachines/soc-labtest-rg"
"686d5249-052b-4467-a46a-5b3917a2115b","4/6/2026, 8:03:39.662 AM",OpsManager,"NT AUTHORITY\SYSTEM",Machine,"SOC-LabTest-RG","Microsoft-Windows-Security-Auditing",Security,12548,0,,4672,"4672 - Special privileges assigned to new logon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege 			SeTcbPrivilege 			SeSecurityPrivilege 			SeTakeOwnershipPrivilege 			SeLoadDriverPrivilege 			SeBackupPrivilege 			SeRestorePrivilege 			SeDebugPrivilege 			SeAuditPrivilege 			SeSystemEnvironmentPrivilege 			SeImpersonatePrivilege 			SeDelegateSessionUserImpersonatePrivilege",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NT AUTHORITY\SYSTEM",,,,"NT AUTHORITY",,0x3e7,,,SYSTEM,"S-1-5-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LogAlways,"c30dff82-6b97-43a0-ac83-f134bafd8c78","c30dff82-6b97-43a0-ac83-f134bafd8c79","00000000-0000-0000-0000-000000000001","4/6/2026, 8:05:01.058 AM","AOI-686d5249-052b-4467-a46a-5b3917a2115b","N/A",0,0,0x8020000000000000,"{c30dff82-6b97-0001-3685-f50e8bc5dc01}",912,9584,1580,SecurityEvent,"/subscriptions/d2baea97-676b-4bde-acc8-351170ec332a/resourcegroups/rg-soc-lab-april/providers/microsoft.compute/virtualmachines/soc-labtest-rg"
"686d5249-052b-4467-a46a-5b3917a2115b","4/6/2026, 8:03:43.873 AM",OpsManager,"WORKGROUP\SOC-LabTest-RG$",Machine,"SOC-LabTest-RG","Microsoft-Windows-Security-Auditing",Security,13826,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""TargetUserName"">Administrators</Data>
  <Data Name=""TargetDomainName"">Builtin</Data>
  <Data Name=""TargetSid"">S-1-5-32-544</Data>
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">SOC-LabTest-RG$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""CallerProcessId"">0xb90</Data>
  <Data Name=""CallerProcessName"">C:\Windows\System32\svchost.exe</Data>
</EventData>",4799,"4799 - A security-enabled local group membership was enumerated",,,,,,,,,,,,,,,,,,,,,,,,,,,0xb90,"C:\Windows\System32\svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WORKGROUP\SOC-LabTest-RG$",,,,WORKGROUP,,0x3e7,,,"SOC-LabTest-RG$","S-1-5-18",,,"Builtin\Administrators",Builtin,,,,,,,,"S-1-5-32-544",,Administrators,,,,,,,,,,,,,,,,,,LogAlways,"c30dff82-6b97-43a0-ac83-f134bafd8c78","c30dff82-6b97-43a0-ac83-f134bafd8c79","00000000-0000-0000-0000-000000000001","4/6/2026, 8:05:05.199 AM","AOI-686d5249-052b-4467-a46a-5b3917a2115b","N/A",0,0,0x8020000000000000,"{c30dff82-6b97-0001-3685-f50e8bc5dc01}",912,9584,1581,SecurityEvent,"/subscriptions/d2baea97-676b-4bde-acc8-351170ec332a/resourcegroups/rg-soc-lab-april/providers/microsoft.compute/virtualmachines/soc-labtest-rg"
"686d5249-052b-4467-a46a-5b3917a2115b","4/6/2026, 8:03:43.874 AM",OpsManager,"WORKGROUP\SOC-LabTest-RG$",Machine,"SOC-LabTest-RG","Microsoft-Windows-Security-Auditing",Security,13826,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""TargetUserName"">Backup Operators</Data>
  <Data Name=""TargetDomainName"">Builtin</Data>
  <Data Name=""TargetSid"">S-1-5-32-551</Data>
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">SOC-LabTest-RG$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""CallerProcessId"">0xb90</Data>
  <Data Name=""CallerProcessName"">C:\Windows\System32\svchost.exe</Data>
</EventData>",4799,"4799 - A security-enabled local group membership was enumerated",,,,,,,,,,,,,,,,,,,,,,,,,,,0xb90,"C:\Windows\System32\svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WORKGROUP\SOC-LabTest-RG$",,,,WORKGROUP,,0x3e7,,,"SOC-LabTest-RG$","S-1-5-18",,,"Builtin\Backup Operators",Builtin,,,,,,,,"S-1-5-32-551",,"Backup Operators",,,,,,,,,,,,,,,,,,LogAlways,"c30dff82-6b97-43a0-ac83-f134bafd8c78","c30dff82-6b97-43a0-ac83-f134bafd8c79","00000000-0000-0000-0000-000000000001","4/6/2026, 8:05:05.199 AM","AOI-686d5249-052b-4467-a46a-5b3917a2115b","N/A",0,0,0x8020000000000000,"{c30dff82-6b97-0001-3685-f50e8bc5dc01}",912,9584,1582,SecurityEvent,"/subscriptions/d2baea97-676b-4bde-acc8-351170ec332a/resourcegroups/rg-soc-lab-april/providers/microsoft.compute/virtualmachines/soc-labtest-rg"
"686d5249-052b-4467-a46a-5b3917a2115b","4/6/2026, 8:03:44.459 AM",OpsManager,"NT AUTHORITY\SYSTEM",Machine,"SOC-LabTest-RG","Microsoft-Windows-Security-Auditing",Security,12544,0,,4624,"4624 - An account was successfully logged on.",,,,,,,,,,,,,,,,,,,,Negotiate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"%%1842",,,,,,,,,,,,,,,,,"%%1833",,"-","-",0,"-",,,,,,"00000000-0000-0000-0000-000000000000",,,"Advapi  ",5,"5 - Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"services.exe",0x380,"C:\Windows\System32\services.exe",,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,"WORKGROUP\SOC-LabTest-RG$",,,,WORKGROUP,,0x3e7,,,"SOC-LabTest-RG$","S-1-5-18",,,"NT AUTHORITY\SYSTEM","NT AUTHORITY",,0x0,,0x3e7,"-","-",,,,SYSTEM,"S-1-5-18",,,,,,,,"-",,,,,"%%1843",,,"-",LogAlways,"c30dff82-6b97-43a0-ac83-f134bafd8c78","c30dff82-6b97-43a0-ac83-f134bafd8c79","00000000-0000-0000-0000-000000000001","4/6/2026, 8:05:05.199 AM","AOI-686d5249-052b-4467-a46a-5b3917a2115b","N/A",3,0,0x8020000000000000,"{c30dff82-6b97-0001-3685-f50e8bc5dc01}",912,9584,1583,SecurityEvent,"/subscriptions/d2baea97-676b-4bde-acc8-351170ec332a/resourcegroups/rg-soc-lab-april/providers/microsoft.compute/virtualmachines/soc-labtest-rg"
"686d5249-052b-4467-a46a-5b3917a2115b","4/6/2026, 8:03:44.459 AM",OpsManager,"NT AUTHORITY\SYSTEM",Machine,"SOC-LabTest-RG","Microsoft-Windows-Security-Auditing",Security,12548,0,,4672,"4672 - Special privileges assigned to new logon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege 			SeTcbPrivilege 			SeSecurityPrivilege 			SeTakeOwnershipPrivilege 			SeLoadDriverPrivilege 			SeBackupPrivilege 			SeRestorePrivilege 			SeDebugPrivilege 			SeAuditPrivilege 			SeSystemEnvironmentPrivilege 			SeImpersonatePrivilege 			SeDelegateSessionUserImpersonatePrivilege",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NT AUTHORITY\SYSTEM",,,,"NT AUTHORITY",,0x3e7,,,SYSTEM,"S-1-5-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LogAlways,"c30dff82-6b97-43a0-ac83-f134bafd8c78","c30dff82-6b97-43a0-ac83-f134bafd8c79","00000000-0000-0000-0000-000000000001","4/6/2026, 8:05:05.199 AM","AOI-686d5249-052b-4467-a46a-5b3917a2115b","N/A",0,0,0x8020000000000000,"{c30dff82-6b97-0001-3685-f50e8bc5dc01}",912,9584,1584,SecurityEvent,"/subscriptions/d2baea97-676b-4bde-acc8-351170ec332a/resourcegroups/rg-soc-lab-april/providers/microsoft.compute/virtualmachines/soc-labtest-rg"
"686d5249-052b-4467-a46a-5b3917a2115b","4/6/2026, 8:03:54.318 AM",OpsManager,"NT AUTHORITY\SYSTEM",Machine,"SOC-LabTest-RG","Microsoft-Windows-Security-Auditing",Security,12544,0,,4624,"4624 - An account was successfully logged on.",,,,,,,,,,,,,,,,,,,,Negotiate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"%%1842",,,,,,,,,,,,,,,,,"%%1833",,"-","-",0,"-",,,,,,"00000000-0000-0000-0000-000000000000",,,"Advapi  ",5,"5 - Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"services.exe",0x380,"C:\Windows\System32\services.exe",,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,"WORKGROUP\SOC-LabTest-RG$",,,,WORKGROUP,,0x3e7,,,"SOC-LabTest-RG$","S-1-5-18",,,"NT AUTHORITY\SYSTEM","NT AUTHORITY",,0x0,,0x3e7,"-","-",,,,SYSTEM,"S-1-5-18",,,,,,,,"-",,,,,"%%1843",,,"-",LogAlways,"c30dff82-6b97-43a0-ac83-f134bafd8c78","c30dff82-6b97-43a0-ac83-f134bafd8c79","00000000-0000-0000-0000-000000000001","4/6/2026, 8:05:05.199 AM","AOI-686d5249-052b-4467-a46a-5b3917a2115b","N/A",3,0,0x8020000000000000,"{c30dff82-6b97-0001-3685-f50e8bc5dc01}",912,9584,1585,SecurityEvent,"/subscriptions/d2baea97-676b-4bde-acc8-351170ec332a/resourcegroups/rg-soc-lab-april/providers/microsoft.compute/virtualmachines/soc-labtest-rg"
"686d5249-052b-4467-a46a-5b3917a2115b","4/6/2026, 8:03:54.318 AM",OpsManager,"NT AUTHORITY\SYSTEM",Machine,"SOC-LabTest-RG","Microsoft-Windows-Security-Auditing",Security,12548,0,,4672,"4672 - Special privileges assigned to new logon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege 			SeTcbPrivilege 			SeSecurityPrivilege 			SeTakeOwnershipPrivilege 			SeLoadDriverPrivilege 			SeBackupPrivilege 			SeRestorePrivilege 			SeDebugPrivilege 			SeAuditPrivilege 			SeSystemEnvironmentPrivilege 			SeImpersonatePrivilege 			SeDelegateSessionUserImpersonatePrivilege",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NT AUTHORITY\SYSTEM",,,,"NT AUTHORITY",,0x3e7,,,SYSTEM,"S-1-5-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LogAlways,"c30dff82-6b97-43a0-ac83-f134bafd8c78","c30dff82-6b97-43a0-ac83-f134bafd8c79","00000000-0000-0000-0000-000000000001","4/6/2026, 8:05:05.199 AM","AOI-686d5249-052b-4467-a46a-5b3917a2115b","N/A",0,0,0x8020000000000000,"{c30dff82-6b97-0001-3685-f50e8bc5dc01}",912,9584,1586,SecurityEvent,"/subscriptions/d2baea97-676b-4bde-acc8-351170ec332a/resourcegroups/rg-soc-lab-april/providers/microsoft.compute/virtualmachines/soc-labtest-rg"
"686d5249-052b-4467-a46a-5b3917a2115b","4/6/2026, 8:07:38.821 AM",OpsManager,"WORKGROUP\SOC-LabTest-RG$",Machine,"SOC-LabTest-RG","Microsoft-Windows-Security-Auditing",Security,13826,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""TargetUserName"">Remote Desktop Users</Data>
  <Data Name=""TargetDomainName"">Builtin</Data>
  <Data Name=""TargetSid"">S-1-5-32-555</Data>
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">SOC-LabTest-RG$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""CallerProcessId"">0x1ab4</Data>
  <Data Name=""CallerProcessName"">C:\WindowsAzure\GuestAgent_2.7.41491.1209_2026-04-06_060637\WaAppAgent.exe</Data>
</EventData>",4799,"4799 - A security-enabled local group membership was enumerated",,,,,,,,,,,,,,,,,,,,,,,,,,,0x1ab4,"C:\WindowsAzure\GuestAgent_2.7.41491.1209_2026-04-06_060637\WaAppAgent.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WORKGROUP\SOC-LabTest-RG$",,,,WORKGROUP,,0x3e7,,,"SOC-LabTest-RG$","S-1-5-18",,,"Builtin\Remote Desktop Users",Builtin,,,,,,,,"S-1-5-32-555",,"Remote Desktop Users",,,,,,,,,,,,,,,,,,LogAlways,"c30dff82-6b97-43a0-ac83-f134bafd8c78","c30dff82-6b97-43a0-ac83-f134bafd8c79","00000000-0000-0000-0000-000000000001","4/6/2026, 8:08:13.313 AM","AOI-686d5249-052b-4467-a46a-5b3917a2115b","N/A",0,0,0x8020000000000000,"{c30dff82-6b97-0001-3685-f50e8bc5dc01}",912,2964,1587,SecurityEvent,"/subscriptions/d2baea97-676b-4bde-acc8-351170ec332a/resourcegroups/rg-soc-lab-april/providers/microsoft.compute/virtualmachines/soc-labtest-rg"
"686d5249-052b-4467-a46a-5b3917a2115b","4/6/2026, 8:07:38.825 AM",OpsManager,"WORKGROUP\SOC-LabTest-RG$",Machine,"SOC-LabTest-RG","Microsoft-Windows-Security-Auditing",Security,13826,0,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""TargetUserName"">Administrators</Data>
  <Data Name=""TargetDomainName"">Builtin</Data>
  <Data Name=""TargetSid"">S-1-5-32-544</Data>
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">SOC-LabTest-RG$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""CallerProcessId"">0x1ab4</Data>
  <Data Name=""CallerProcessName"">C:\WindowsAzure\GuestAgent_2.7.41491.1209_2026-04-06_060637\WaAppAgent.exe</Data>
</EventData>",4799,"4799 - A security-enabled local group membership was enumerated",,,,,,,,,,,,,,,,,,,,,,,,,,,0x1ab4,"C:\WindowsAzure\GuestAgent_2.7.41491.1209_2026-04-06_060637\WaAppAgent.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WORKGROUP\SOC-LabTest-RG$",,,,WORKGROUP,,0x3e7,,,"SOC-LabTest-RG$","S-1-5-18",,,"Builtin\Administrators",Builtin,,,,,,,,"S-1-5-32-544",,Administrators,,,,,,,,,,,,,,,,,,LogAlways,"c30dff82-6b97-43a0-ac83-f134bafd8c78","c30dff82-6b97-43a0-ac83-f134bafd8c79","00000000-0000-0000-0000-000000000001","4/6/2026, 8:08:13.313 AM","AOI-686d5249-052b-4467-a46a-5b3917a2115b","N/A",0,0,0x8020000000000000,"{c30dff82-6b97-0001-3685-f50e8bc5dc01}",912,2964,1588,SecurityEvent,"/subscriptions/d2baea97-676b-4bde-acc8-351170ec332a/resourcegroups/rg-soc-lab-april/providers/microsoft.compute/virtualmachines/soc-labtest-rg"
